season,state,zone,climate,population,epi_week_of_season,week_start,iso_year,iso_week,cases,hospitalizations,deaths,cases_per_100k,hosp_per_100k,deaths_per_100k
2025/2026,Plateau,NC,savanna,5400974,45,2026-05-04,2026,19,780,10,0,14.442,0.185,0.0
2025/2026,Plateau,NC,savanna,5400974,46,2026-05-11,2026,20,520,3,3,9.628,0.056,0.056
2025/2026,Plateau,NC,savanna,5400974,47,2026-05-18,2026,21,603,16,1,11.165,0.296,0.019
2025/2026,Plateau,NC,savanna,5400974,48,2026-05-25,2026,22,313,7,2,5.795,0.13,0.037
2025/2026,Plateau,NC,savanna,5400974,49,2026-06-01,2026,23,461,11,0,8.535,0.204,0.0
2025/2026,Plateau,NC,savanna,5400974,50,2026-06-08,2026,24,647,9,1,11.979,0.167,0.019
2025/2026,Plateau,NC,savanna,5400974,51,2026-06-15,2026,25,608,14,0,11.257,0.259,0.0
2025/2026,Plateau,NC,savanna,5400974,52,2026-06-22,2026,26,787,5,1,14.571,0.093,0.019
2025/2026,Enugu,SE,tropical,5396098,1,2025-06-30,2025,27,2619,14,0,48.535,0.259,0.0
2025/2026,Enugu,SE,tropical,5396098,2,2025-07-07,2025,28,608,21,0,11.267,0.389,0.0
2025/2026,Enugu,SE,tropical,5396098,3,2025-07-14,2025,29,455,5,0,8.432,0.093,0.0
2025/2026,Enugu,SE,tropical,5396098,4,2025-07-21,2025,30,422,0,0,7.82,0.0,0.0
2025/2026,Enugu,SE,tropical,5396098,5,2025-07-28,2025,31,582,2,0,10.786,0.037,0.0
2025/2026,Enugu,SE,tropical,5396098,6,2025-08-04,2025,32,388,7,0,7.19,0.13,0.0
2025/2026,Enugu,SE,tropical,5396098,7,2025-08-11,2025,33,470,13,0,8.71,0.241,0.0
2025/2026,Enugu,SE,tropical,5396098,8,2025-08-18,2025,34,1249,8,2,23.146,0.148,0.037
2025/2026,Enugu,SE,tropical,5396098,9,2025-08-25,2025,35,1851,13,0,34.303,0.241,0.0
2025/2026,Enugu,SE,tropical,5396098,10,2025-09-01,2025,36,1673,46,2,31.004,0.852,0.037
2025/2026,Enugu,SE,tropical,5396098,11,2025-09-08,2025,37,5420,98,8,100.443,1.816,0.148
2025/2026,Enugu,SE,tropical,5396098,12,2025-09-15,2025,38,14221,240,8,263.542,4.448,0.148
2025/2026,Enugu,SE,tropical,5396098,13,2025-09-22,2025,39,29490,715,28,546.506,13.25,0.519
2025/2026,Enugu,SE,tropical,5396098,14,2025-09-29,2025,40,81508,1605,74,1510.499,29.744,1.371
2025/2026,Enugu,SE,tropical,5396098,15,2025-10-06,2025,41,107549,1979,269,1993.088,36.675,4.985
2025/2026,Enugu,SE,tropical,5396098,16,2025-10-13,2025,42,103448,1706,94,1917.089,31.615,1.742
2025/2026,Enugu,SE,tropical,5396098,17,2025-10-20,2025,43,109500,726,59,2029.244,13.454,1.093
2025/2026,Enugu,SE,tropical,5396098,18,2025-10-27,2025,44,27232,198,11,504.661,3.669,0.204
2025/2026,Enugu,SE,tropical,5396098,19,2025-11-03,2025,45,3571,44,4,66.177,0.815,0.074
2025/2026,Enugu,SE,tropical,5396098,20,2025-11-10,2025,46,916,13,4,16.975,0.241,0.074
2025/2026,Enugu,SE,tropical,5396098,21,2025-11-17,2025,47,756,7,0,14.01,0.13,0.0
2025/2026,Enugu,SE,tropical,5396098,22,2025-11-24,2025,48,827,20,1,15.326,0.371,0.019
2025/2026,Enugu,SE,tropical,5396098,23,2025-12-01,2025,49,2306,47,2,42.735,0.871,0.037
2025/2026,Enugu,SE,tropical,5396098,24,2025-12-08,2025,50,4182,39,2,77.5,0.723,0.037
2025/2026,Enugu,SE,tropical,5396098,25,2025-12-15,2025,51,6332,95,14,117.344,1.761,0.259
2025/2026,Enugu,SE,tropical,5396098,26,2025-12-22,2025,52,13832,269,17,256.333,4.985,0.315
2025/2026,Enugu,SE,tropical,5396098,27,2025-12-29,2026,1,15808,220,18,292.952,4.077,0.334
2025/2026,Enugu,SE,tropical,5396098,28,2026-01-05,2026,2,10389,244,15,192.528,4.522,0.278
2025/2026,Enugu,SE,tropical,5396098,29,2026-01-12,2026,3,4126,70,6,76.463,1.297,0.111
2025/2026,Enugu,SE,tropical,5396098,30,2026-01-19,2026,4,1805,45,2,33.45,0.834,0.037
2025/2026,Enugu,SE,tropical,5396098,31,2026-01-26,2026,5,590,19,1,10.934,0.352,0.019
2025/2026,Enugu,SE,tropical,5396098,32,2026-02-02,2026,6,850,9,0,15.752,0.167,0.0
2025/2026,Enugu,SE,tropical,5396098,33,2026-02-09,2026,7,193,10,1,3.577,0.185,0.019
2025/2026,Enugu,SE,tropical,5396098,34,2026-02-16,2026,8,482,10,1,8.932,0.185,0.019
2025/2026,Enugu,SE,tropical,5396098,35,2026-02-23,2026,9,279,9,1,5.17,0.167,0.019
2025/2026,Enugu,SE,tropical,5396098,36,2026-03-02,2026,10,527,6,0,9.766,0.111,0.0
2025/2026,Enugu,SE,tropical,5396098,37,2026-03-09,2026,11,299,3,0,5.541,0.056,0.0
2025/2026,Enugu,SE,tropical,5396098,38,2026-03-16,2026,12,385,2,0,7.135,0.037,0.0
2025/2026,Enugu,SE,tropical,5396098,39,2026-03-23,2026,13,729,5,1,13.51,0.093,0.019
2025/2026,Enugu,SE,tropical,5396098,40,2026-03-30,2026,14,414,10,1,7.672,0.185,0.019
2025/2026,Enugu,SE,tropical,5396098,41,2026-04-06,2026,15,292,6,0,5.411,0.111,0.0
2025/2026,Enugu,SE,tropical,5396098,42,2026-04-13,2026,16,304,5,0,5.634,0.093,0.0
2025/2026,Enugu,SE,tropical,5396098,43,2026-04-20,2026,17,486,12,1,9.007,0.222,0.019
2025/2026,Enugu,SE,tropical,5396098,44,2026-04-27,2026,18,469,5,1,8.691,0.093,0.019
2025/2026,Enugu,SE,tropical,5396098,45,2026-05-04,2026,19,574,6,0,10.637,0.111,0.0
2025/2026,Enugu,SE,tropical,5396098,46,2026-05-11,2026,20,392,3,0,7.265,0.056,0.0
2025/2026,Enugu,SE,tropical,5396098,47,2026-05-18,2026,21,378,9,1,7.005,0.167,0.019
2025/2026,Enugu,SE,tropical,5396098,48,2026-05-25,2026,22,495,3,1,9.173,0.056,0.019
2025/2026,Enugu,SE,tropical,5396098,49,2026-06-01,2026,23,300,4,0,5.56,0.074,0.0
2025/2026,Enugu,SE,tropical,5396098,50,2026-06-08,2026,24,281,16,0,5.207,0.297,0.0
2025/2026,Enugu,SE,tropical,5396098,51,2026-06-15,2026,25,287,8,1,5.319,0.148,0.019
2025/2026,Enugu,SE,tropical,5396098,52,2026-06-22,2026,26,610,4,0,11.304,0.074,0.0
2025/2026,Adamawa,NE,savanna,5236948,1,2025-06-30,2025,27,2966,43,6,56.636,0.821,0.115
2025/2026,Adamawa,NE,savanna,5236948,2,2025-07-07,2025,28,646,4,1,12.335,0.076,0.019
2025/2026,Adamawa,NE,savanna,5236948,3,2025-07-14,2025,29,929,13,0,17.739,0.248,0.0
2025/2026,Adamawa,NE,savanna,5236948,4,2025-07-21,2025,30,553,11,0,10.56,0.21,0.0
2025/2026,Adamawa,NE,savanna,5236948,5,2025-07-28,2025,31,546,5,0,10.426,0.095,0.0
2025/2026,Adamawa,NE,savanna,5236948,6,2025-08-04,2025,32,395,9,0,7.543,0.172,0.0
2025/2026,Adamawa,NE,savanna,5236948,7,2025-08-11,2025,33,638,7,2,12.183,0.134,0.038
2025/2026,Adamawa,NE,savanna,5236948,8,2025-08-18,2025,34,903,8,1,17.243,0.153,0.019
2025/2026,Adamawa,NE,savanna,5236948,9,2025-08-25,2025,35,487,19,1,9.299,0.363,0.019
2025/2026,Adamawa,NE,savanna,5236948,10,2025-09-01,2025,36,1260,17,2,24.06,0.325,0.038
2025/2026,Adamawa,NE,savanna,5236948,11,2025-09-08,2025,37,2268,20,4,43.308,0.382,0.076
2025/2026,Adamawa,NE,savanna,5236948,12,2025-09-15,2025,38,5036,91,8,96.163,1.738,0.153
2025/2026,Adamawa,NE,savanna,5236948,13,2025-09-22,2025,39,12497,236,25,238.631,4.506,0.477
2025/2026,Adamawa,NE,savanna,5236948,14,2025-09-29,2025,40,23842,529,38,455.265,10.101,0.726
2025/2026,Adamawa,NE,savanna,5236948,15,2025-10-06,2025,41,73697,894,89,1407.251,17.071,1.699
2025/2026,Adamawa,NE,savanna,5236948,16,2025-10-13,2025,42,67134,1153,243,1281.93,22.017,4.64
2025/2026,Adamawa,NE,savanna,5236948,17,2025-10-20,2025,43,102301,1423,128,1953.447,27.172,2.444
2025/2026,Adamawa,NE,savanna,5236948,18,2025-10-27,2025,44,51337,509,63,980.285,9.719,1.203
2025/2026,Adamawa,NE,savanna,5236948,19,2025-11-03,2025,45,26638,271,32,508.655,5.175,0.611
2025/2026,Adamawa,NE,savanna,5236948,20,2025-11-10,2025,46,2597,49,3,49.59,0.936,0.057
2025/2026,Adamawa,NE,savanna,5236948,21,2025-11-17,2025,47,1317,22,1,25.148,0.42,0.019
2025/2026,Adamawa,NE,savanna,5236948,22,2025-11-24,2025,48,3494,23,6,66.718,0.439,0.115
2025/2026,Adamawa,NE,savanna,5236948,23,2025-12-01,2025,49,4625,45,3,88.315,0.859,0.057
2025/2026,Adamawa,NE,savanna,5236948,24,2025-12-08,2025,50,6495,49,7,124.023,0.936,0.134
2025/2026,Adamawa,NE,savanna,5236948,25,2025-12-15,2025,51,12961,163,17,247.491,3.112,0.325
2025/2026,Adamawa,NE,savanna,5236948,26,2025-12-22,2025,52,26131,231,31,498.974,4.411,0.592
2025/2026,Adamawa,NE,savanna,5236948,27,2025-12-29,2026,1,23178,401,34,442.586,7.657,0.649
2025/2026,Adamawa,NE,savanna,5236948,28,2026-01-05,2026,2,18494,169,19,353.145,3.227,0.363
2025/2026,Adamawa,NE,savanna,5236948,29,2026-01-12,2026,3,10408,193,25,198.742,3.685,0.477
2025/2026,Adamawa,NE,savanna,5236948,30,2026-01-19,2026,4,2737,41,5,52.263,0.783,0.095
2025/2026,Adamawa,NE,savanna,5236948,31,2026-01-26,2026,5,934,13,2,17.835,0.248,0.038
2025/2026,Adamawa,NE,savanna,5236948,32,2026-02-02,2026,6,482,12,1,9.204,0.229,0.019
2025/2026,Adamawa,NE,savanna,5236948,33,2026-02-09,2026,7,616,10,0,11.763,0.191,0.0
2025/2026,Adamawa,NE,savanna,5236948,34,2026-02-16,2026,8,554,6,2,10.579,0.115,0.038
2025/2026,Adamawa,NE,savanna,5236948,35,2026-02-23,2026,9,488,6,3,9.318,0.115,0.057
2025/2026,Adamawa,NE,savanna,5236948,36,2026-03-02,2026,10,655,17,1,12.507,0.325,0.019
2025/2026,Adamawa,NE,savanna,5236948,37,2026-03-09,2026,11,821,4,0,15.677,0.076,0.0
2025/2026,Adamawa,NE,savanna,5236948,38,2026-03-16,2026,12,777,13,1,14.837,0.248,0.019
2025/2026,Adamawa,NE,savanna,5236948,39,2026-03-23,2026,13,832,8,1,15.887,0.153,0.019
2025/2026,Adamawa,NE,savanna,5236948,40,2026-03-30,2026,14,605,12,2,11.553,0.229,0.038
2025/2026,Adamawa,NE,savanna,5236948,41,2026-04-06,2026,15,505,6,0,9.643,0.115,0.0
2025/2026,Adamawa,NE,savanna,5236948,42,2026-04-13,2026,16,292,3,0,5.576,0.057,0.0
2025/2026,Adamawa,NE,savanna,5236948,43,2026-04-20,2026,17,852,5,1,16.269,0.095,0.019
2025/2026,Adamawa,NE,savanna,5236948,44,2026-04-27,2026,18,748,9,0,14.283,0.172,0.0
2025/2026,Adamawa,NE,savanna,5236948,45,2026-05-04,2026,19,685,8,0,13.08,0.153,0.0
2025/2026,Adamawa,NE,savanna,5236948,46,2026-05-11,2026,20,758,13,1,14.474,0.248,0.019
2025/2026,Adamawa,NE,savanna,5236948,47,2026-05-18,2026,21,467,2,2,8.917,0.038,0.038
2025/2026,Adamawa,NE,savanna,5236948,48,2026-05-25,2026,22,921,9,0,17.587,0.172,0.0
2025/2026,Adamawa,NE,savanna,5236948,49,2026-06-01,2026,23,595,1,2,11.362,0.019,0.038
2025/2026,Adamawa,NE,savanna,5236948,50,2026-06-08,2026,24,1017,7,1,19.42,0.134,0.019
2025/2026,Adamawa,NE,savanna,5236948,51,2026-06-15,2026,25,528,11,0,10.082,0.21,0.0
2025/2026,Adamawa,NE,savanna,5236948,52,2026-06-22,2026,26,676,17,0,12.908,0.325,0.0
2025/2026,Kogi,NC,savanna,5053734,1,2025-06-30,2025,27,2756,50,7,54.534,0.989,0.139
2025/2026,Kogi,NC,savanna,5053734,2,2025-07-07,2025,28,639,5,0,12.644,0.099,0.0
2025/2026,Kogi,NC,savanna,5053734,3,2025-07-14,2025,29,1196,4,3,23.666,0.079,0.059
2025/2026,Kogi,NC,savanna,5053734,4,2025-07-21,2025,30,438,7,1,8.667,0.139,0.02
2025/2026,Kogi,NC,savanna,5053734,5,2025-07-28,2025,31,641,16,1,12.684,0.317,0.02
2025/2026,Kogi,NC,savanna,5053734,6,2025-08-04,2025,32,585,15,2,11.576,0.297,0.04
2025/2026,Kogi,NC,savanna,5053734,7,2025-08-11,2025,33,343,5,1,6.787,0.099,0.02
2025/2026,Kogi,NC,savanna,5053734,8,2025-08-18,2025,34,837,5,0,16.562,0.099,0.0
2025/2026,Kogi,NC,savanna,5053734,9,2025-08-25,2025,35,1024,12,0,20.262,0.237,0.0
2025/2026,Kogi,NC,savanna,5053734,10,2025-09-01,2025,36,935,15,1,18.501,0.297,0.02
2025/2026,Kogi,NC,savanna,5053734,11,2025-09-08,2025,37,1334,49,5,26.396,0.97,0.099
2025/2026,Kogi,NC,savanna,5053734,12,2025-09-15,2025,38,3720,61,6,73.609,1.207,0.119
2025/2026,Kogi,NC,savanna,5053734,13,2025-09-22,2025,39,16592,108,24,328.312,2.137,0.475
2025/2026,Kogi,NC,savanna,5053734,14,2025-09-29,2025,40,28053,398,29,555.095,7.875,0.574
2025/2026,Kogi,NC,savanna,5053734,15,2025-10-06,2025,41,60124,1246,115,1189.695,24.655,2.276
2025/2026,Kogi,NC,savanna,5053734,16,2025-10-13,2025,42,75734,2043,165,1498.575,40.426,3.265
2025/2026,Kogi,NC,savanna,5053734,17,2025-10-20,2025,43,73821,980,145,1460.722,19.392,2.869
2025/2026,Kogi,NC,savanna,5053734,18,2025-10-27,2025,44,42930,930,65,849.471,18.402,1.286
2025/2026,Kogi,NC,savanna,5053734,19,2025-11-03,2025,45,14926,261,47,295.346,5.164,0.93
2025/2026,Kogi,NC,savanna,5053734,20,2025-11-10,2025,46,2417,76,7,47.826,1.504,0.139
2025/2026,Kogi,NC,savanna,5053734,21,2025-11-17,2025,47,1890,28,1,37.398,0.554,0.02
2025/2026,Kogi,NC,savanna,5053734,22,2025-11-24,2025,48,3488,33,1,69.018,0.653,0.02
2025/2026,Kogi,NC,savanna,5053734,23,2025-12-01,2025,49,3626,57,7,71.749,1.128,0.139
2025/2026,Kogi,NC,savanna,5053734,24,2025-12-08,2025,50,4871,109,9,96.384,2.157,0.178
2025/2026,Kogi,NC,savanna,5053734,25,2025-12-15,2025,51,10878,171,18,215.247,3.384,0.356
2025/2026,Kogi,NC,savanna,5053734,26,2025-12-22,2025,52,14157,259,24,280.13,5.125,0.475
2025/2026,Kogi,NC,savanna,5053734,27,2025-12-29,2026,1,29324,236,34,580.244,4.67,0.673
2025/2026,Kogi,NC,savanna,5053734,28,2026-01-05,2026,2,16491,322,53,326.313,6.372,1.049
2025/2026,Kogi,NC,savanna,5053734,29,2026-01-12,2026,3,7705,116,12,152.462,2.295,0.237
2025/2026,Kogi,NC,savanna,5053734,30,2026-01-19,2026,4,2287,55,6,45.254,1.088,0.119
2025/2026,Kogi,NC,savanna,5053734,31,2026-01-26,2026,5,815,15,3,16.127,0.297,0.059
2025/2026,Kogi,NC,savanna,5053734,32,2026-02-02,2026,6,850,9,0,16.819,0.178,0.0
2025/2026,Kogi,NC,savanna,5053734,33,2026-02-09,2026,7,637,14,0,12.605,0.277,0.0
2025/2026,Kogi,NC,savanna,5053734,34,2026-02-16,2026,8,760,14,1,15.038,0.277,0.02
2025/2026,Kogi,NC,savanna,5053734,35,2026-02-23,2026,9,490,10,1,9.696,0.198,0.02
2025/2026,Kogi,NC,savanna,5053734,36,2026-03-02,2026,10,380,10,2,7.519,0.198,0.04
2025/2026,Kogi,NC,savanna,5053734,37,2026-03-09,2026,11,593,8,1,11.734,0.158,0.02
2025/2026,Kogi,NC,savanna,5053734,38,2026-03-16,2026,12,766,21,2,15.157,0.416,0.04
2025/2026,Kogi,NC,savanna,5053734,39,2026-03-23,2026,13,568,15,2,11.239,0.297,0.04
2025/2026,Kogi,NC,savanna,5053734,40,2026-03-30,2026,14,685,8,0,13.554,0.158,0.0
2025/2026,Kogi,NC,savanna,5053734,41,2026-04-06,2026,15,310,10,1,6.134,0.198,0.02
2025/2026,Kogi,NC,savanna,5053734,42,2026-04-13,2026,16,466,8,0,9.221,0.158,0.0
2025/2026,Kogi,NC,savanna,5053734,43,2026-04-20,2026,17,644,10,0,12.743,0.198,0.0
2025/2026,Kogi,NC,savanna,5053734,44,2026-04-27,2026,18,435,15,1,8.607,0.297,0.02
2025/2026,Kogi,NC,savanna,5053734,45,2026-05-04,2026,19,577,16,0,11.417,0.317,0.0
2025/2026,Kogi,NC,savanna,5053734,46,2026-05-11,2026,20,360,8,0,7.123,0.158,0.0
2025/2026,Kogi,NC,savanna,5053734,47,2026-05-18,2026,21,428,4,0,8.469,0.079,0.0
2025/2026,Kogi,NC,savanna,5053734,48,2026-05-25,2026,22,473,16,0,9.359,0.317,0.0
2025/2026,Kogi,NC,savanna,5053734,49,2026-06-01,2026,23,521,13,1,10.309,0.257,0.02
2025/2026,Kogi,NC,savanna,5053734,50,2026-06-08,2026,24,415,8,1,8.212,0.158,0.02
2025/2026,Kogi,NC,savanna,5053734,51,2026-06-15,2026,25,820,13,0,16.226,0.257,0.0
2025/2026,Kogi,NC,savanna,5053734,52,2026-06-22,2026,26,468,8,0,9.26,0.158,0.0
2025/2026,Abia,SE,tropical,4841943,1,2025-06-30,2025,27,1859,32,2,38.394,0.661,0.041
2025/2026,Abia,SE,tropical,4841943,2,2025-07-07,2025,28,401,10,0,8.282,0.207,0.0
2025/2026,Abia,SE,tropical,4841943,3,2025-07-14,2025,29,564,12,0,11.648,0.248,0.0
2025/2026,Abia,SE,tropical,4841943,4,2025-07-21,2025,30,545,7,0,11.256,0.145,0.0
2025/2026,Abia,SE,tropical,4841943,5,2025-07-28,2025,31,355,8,1,7.332,0.165,0.021
2025/2026,Abia,SE,tropical,4841943,6,2025-08-04,2025,32,333,14,2,6.877,0.289,0.041
2025/2026,Abia,SE,tropical,4841943,7,2025-08-11,2025,33,450,6,0,9.294,0.124,0.0
2025/2026,Abia,SE,tropical,4841943,8,2025-08-18,2025,34,708,9,0,14.622,0.186,0.0
2025/2026,Abia,SE,tropical,4841943,9,2025-08-25,2025,35,761,16,0,15.717,0.33,0.0
2025/2026,Abia,SE,tropical,4841943,10,2025-09-01,2025,36,2183,12,4,45.085,0.248,0.083
2025/2026,Abia,SE,tropical,4841943,11,2025-09-08,2025,37,3187,101,2,65.821,2.086,0.041
2025/2026,Abia,SE,tropical,4841943,12,2025-09-15,2025,38,10053,169,13,207.623,3.49,0.268
2025/2026,Abia,SE,tropical,4841943,13,2025-09-22,2025,39,38780,660,64,800.918,13.631,1.322
2025/2026,Abia,SE,tropical,4841943,14,2025-09-29,2025,40,85110,1593,99,1757.765,32.9,2.045
2025/2026,Abia,SE,tropical,4841943,15,2025-10-06,2025,41,121711,2070,199,2513.681,42.751,4.11
2025/2026,Abia,SE,tropical,4841943,16,2025-10-13,2025,42,134296,957,138,2773.597,19.765,2.85
2025/2026,Abia,SE,tropical,4841943,17,2025-10-20,2025,43,44296,412,37,914.839,8.509,0.764
2025/2026,Abia,SE,tropical,4841943,18,2025-10-27,2025,44,18750,342,24,387.241,7.063,0.496
2025/2026,Abia,SE,tropical,4841943,19,2025-11-03,2025,45,2418,59,6,49.939,1.219,0.124
2025/2026,Abia,SE,tropical,4841943,20,2025-11-10,2025,46,885,13,2,18.278,0.268,0.041
2025/2026,Abia,SE,tropical,4841943,21,2025-11-17,2025,47,1127,10,4,23.276,0.207,0.083
2025/2026,Abia,SE,tropical,4841943,22,2025-11-24,2025,48,699,22,1,14.436,0.454,0.021
2025/2026,Abia,SE,tropical,4841943,23,2025-12-01,2025,49,1845,29,4,38.105,0.599,0.083
2025/2026,Abia,SE,tropical,4841943,24,2025-12-08,2025,50,4622,46,6,95.458,0.95,0.124
2025/2026,Abia,SE,tropical,4841943,25,2025-12-15,2025,51,8861,145,9,183.005,2.995,0.186
2025/2026,Abia,SE,tropical,4841943,26,2025-12-22,2025,52,9512,153,7,196.45,3.16,0.145
2025/2026,Abia,SE,tropical,4841943,27,2025-12-29,2026,1,11841,184,17,244.551,3.8,0.351
2025/2026,Abia,SE,tropical,4841943,28,2026-01-05,2026,2,8795,128,10,181.642,2.644,0.207
2025/2026,Abia,SE,tropical,4841943,29,2026-01-12,2026,3,3593,143,14,74.206,2.953,0.289
2025/2026,Abia,SE,tropical,4841943,30,2026-01-19,2026,4,3208,36,3,66.254,0.744,0.062
2025/2026,Abia,SE,tropical,4841943,31,2026-01-26,2026,5,681,19,2,14.065,0.392,0.041
2025/2026,Abia,SE,tropical,4841943,32,2026-02-02,2026,6,273,9,0,5.638,0.186,0.0
2025/2026,Abia,SE,tropical,4841943,33,2026-02-09,2026,7,489,9,0,10.099,0.186,0.0
2025/2026,Abia,SE,tropical,4841943,34,2026-02-16,2026,8,342,6,0,7.063,0.124,0.0
2025/2026,Abia,SE,tropical,4841943,35,2026-02-23,2026,9,452,4,0,9.335,0.083,0.0
2025/2026,Abia,SE,tropical,4841943,36,2026-03-02,2026,10,361,1,0,7.456,0.021,0.0
2025/2026,Abia,SE,tropical,4841943,37,2026-03-09,2026,11,248,2,1,5.122,0.041,0.021
2025/2026,Abia,SE,tropical,4841943,38,2026-03-16,2026,12,430,9,0,8.881,0.186,0.0
2025/2026,Abia,SE,tropical,4841943,39,2026-03-23,2026,13,458,6,0,9.459,0.124,0.0
2025/2026,Abia,SE,tropical,4841943,40,2026-03-30,2026,14,427,18,0,8.819,0.372,0.0
2025/2026,Abia,SE,tropical,4841943,41,2026-04-06,2026,15,743,4,0,15.345,0.083,0.0
2025/2026,Abia,SE,tropical,4841943,42,2026-04-13,2026,16,441,7,0,9.108,0.145,0.0
2025/2026,Abia,SE,tropical,4841943,43,2026-04-20,2026,17,330,5,1,6.815,0.103,0.021
2025/2026,Abia,SE,tropical,4841943,44,2026-04-27,2026,18,315,9,1,6.506,0.186,0.021
2025/2026,Abia,SE,tropical,4841943,45,2026-05-04,2026,19,331,9,1,6.836,0.186,0.021
2025/2026,Abia,SE,tropical,4841943,46,2026-05-11,2026,20,445,5,0,9.191,0.103,0.0
2025/2026,Abia,SE,tropical,4841943,47,2026-05-18,2026,21,433,6,1,8.943,0.124,0.021
2025/2026,Abia,SE,tropical,4841943,48,2026-05-25,2026,22,516,5,1,10.657,0.103,0.021
2025/2026,Abia,SE,tropical,4841943,49,2026-06-01,2026,23,360,4,0,7.435,0.083,0.0
2025/2026,Abia,SE,tropical,4841943,50,2026-06-08,2026,24,527,8,0,10.884,0.165,0.0
2025/2026,Abia,SE,tropical,4841943,51,2026-06-15,2026,25,345,10,0,7.125,0.207,0.0
2025/2026,Abia,SE,tropical,4841943,52,2026-06-22,2026,26,327,1,0,6.753,0.021,0.0
2025/2026,FCT,NC,savanna,4802443,1,2025-06-30,2025,27,2922,76,1,60.844,1.583,0.021
2025/2026,FCT,NC,savanna,4802443,2,2025-07-07,2025,28,440,8,1,9.162,0.167,0.021
2025/2026,FCT,NC,savanna,4802443,3,2025-07-14,2025,29,885,10,1,18.428,0.208,0.021
2025/2026,FCT,NC,savanna,4802443,4,2025-07-21,2025,30,565,11,2,11.765,0.229,0.042
2025/2026,FCT,NC,savanna,4802443,5,2025-07-28,2025,31,748,12,0,15.575,0.25,0.0
2025/2026,FCT,NC,savanna,4802443,6,2025-08-04,2025,32,837,20,0,17.429,0.416,0.0
2025/2026,FCT,NC,savanna,4802443,7,2025-08-11,2025,33,518,18,1,10.786,0.375,0.021
2025/2026,FCT,NC,savanna,4802443,8,2025-08-18,2025,34,384,10,2,7.996,0.208,0.042
2025/2026,FCT,NC,savanna,4802443,9,2025-08-25,2025,35,898,32,0,18.699,0.666,0.0
2025/2026,FCT,NC,savanna,4802443,10,2025-09-01,2025,36,1143,16,1,23.8,0.333,0.021
2025/2026,FCT,NC,savanna,4802443,11,2025-09-08,2025,37,1901,44,3,39.584,0.916,0.062
2025/2026,FCT,NC,savanna,4802443,12,2025-09-15,2025,38,3114,56,1,64.842,1.166,0.021
2025/2026,FCT,NC,savanna,4802443,13,2025-09-22,2025,39,9829,205,5,204.667,4.269,0.104
2025/2026,FCT,NC,savanna,4802443,14,2025-09-29,2025,40,34522,273,32,718.842,5.685,0.666
2025/2026,FCT,NC,savanna,4802443,15,2025-10-06,2025,41,25941,1681,69,540.163,35.003,1.437
2025/2026,FCT,NC,savanna,4802443,16,2025-10-13,2025,42,149814,2215,86,3119.537,46.122,1.791
2025/2026,FCT,NC,savanna,4802443,17,2025-10-20,2025,43,52059,1276,81,1084.011,26.57,1.687
2025/2026,FCT,NC,savanna,4802443,18,2025-10-27,2025,44,55614,1327,51,1158.036,27.632,1.062
2025/2026,FCT,NC,savanna,4802443,19,2025-11-03,2025,45,23083,240,13,480.651,4.997,0.271
2025/2026,FCT,NC,savanna,4802443,20,2025-11-10,2025,46,3887,68,4,80.938,1.416,0.083
2025/2026,FCT,NC,savanna,4802443,21,2025-11-17,2025,47,1713,36,1,35.669,0.75,0.021
2025/2026,FCT,NC,savanna,4802443,22,2025-11-24,2025,48,1987,11,3,41.375,0.229,0.062
2025/2026,FCT,NC,savanna,4802443,23,2025-12-01,2025,49,2397,55,4,49.912,1.145,0.083
2025/2026,FCT,NC,savanna,4802443,24,2025-12-08,2025,50,6384,146,2,132.932,3.04,0.042
2025/2026,FCT,NC,savanna,4802443,25,2025-12-15,2025,51,13723,180,5,285.75,3.748,0.104
2025/2026,FCT,NC,savanna,4802443,26,2025-12-22,2025,52,17050,282,9,355.028,5.872,0.187
2025/2026,FCT,NC,savanna,4802443,27,2025-12-29,2026,1,27297,460,23,568.398,9.578,0.479
2025/2026,FCT,NC,savanna,4802443,28,2026-01-05,2026,2,19910,537,16,414.581,11.182,0.333
2025/2026,FCT,NC,savanna,4802443,29,2026-01-12,2026,3,3945,169,6,82.146,3.519,0.125
2025/2026,FCT,NC,savanna,4802443,30,2026-01-19,2026,4,2225,98,3,46.331,2.041,0.062
2025/2026,FCT,NC,savanna,4802443,31,2026-01-26,2026,5,761,22,0,15.846,0.458,0.0
2025/2026,FCT,NC,savanna,4802443,32,2026-02-02,2026,6,585,12,0,12.181,0.25,0.0
2025/2026,FCT,NC,savanna,4802443,33,2026-02-09,2026,7,619,8,0,12.889,0.167,0.0
2025/2026,FCT,NC,savanna,4802443,34,2026-02-16,2026,8,921,16,1,19.178,0.333,0.021
2025/2026,FCT,NC,savanna,4802443,35,2026-02-23,2026,9,899,11,1,18.72,0.229,0.021
2025/2026,FCT,NC,savanna,4802443,36,2026-03-02,2026,10,613,12,0,12.764,0.25,0.0
2025/2026,FCT,NC,savanna,4802443,37,2026-03-09,2026,11,1034,6,1,21.531,0.125,0.021
2025/2026,FCT,NC,savanna,4802443,38,2026-03-16,2026,12,406,13,1,8.454,0.271,0.021
2025/2026,FCT,NC,savanna,4802443,39,2026-03-23,2026,13,366,15,1,7.621,0.312,0.021
2025/2026,FCT,NC,savanna,4802443,40,2026-03-30,2026,14,571,8,1,11.89,0.167,0.021
